geohash6,day,timestamp,demand
qp091t,15,10:15,0.2322415875058904
qp0971,39,9:45,0.17059727212663214
qp09mx,18,6:0,0.013336461467042714
qp03z2,41,3:15,0.12046220243636592
qp03qj,5,16:0,0.1513220030231104
qp09vm,32,11:30,0.326730884128316
qp090t,46,14:30,0.5209450294551269
qp09bw,15,23:45,0.014786476573210328
qp03wg,14,23:45,1.0
qp03wz,10,13:15,1.0
qp08gp,22,4:15,0.006198462217022931
qp06pk,6,7:45,0.022810114076255442
qp09dg,56,9:0,0.3596226271946097
qp09hp,59,2:45,0.03831676087005599
qp09v4,2,15:15,0.0025922130095264602
qp09dd,20,19:45,0.007298377867641442
qp09ux,40,5:45,0.09567790165647452
qp094y,4,3:30,0.019085852592503418
qp09ez,11,12:0,0.14354467617597658
qp03ry,33,18:45,0.019345405980534625
qp092d,23,16:0,0.013615814355285966
qp0d14,47,3:30,0.003358835836663945
qp03qn,55,23:30,0.016661466143805502
qp09dn,7,0:45,0.1252365584231169
qp03zc,6,7:15,0.18498629984031872
qp099s,47,4:0,0.1342983424438305
qp03xd,9,20:30,0.03016912303736587
qp094j,18,3:0,0.0062341834926932845
qp09sr,52,0:45,0.08196626273736145
qp0d52,32,14:45,0.035792387659661744
qp0dj0,38,16:15,0.10095423391786976
qp03nz,26,23:15,0.038310372096691636
qp03y1,9,8:0,0.00086274713668516
qp03qy,48,23:30,0.1272998763174256
qp0991,10,2:30,0.07445975161433935
qp03pz,12,2:45,0.0582087584422066
qp08gt,61,4:0,0.030466391019229738
qp03pw,42,12:0,0.014001053383935985
qp06nc,26,14:15,0.008815699324174675
qp09yn,19,10:45,0.09605267112308057
qp03qv,15,6:15,0.10825773929240336
qp091r,43,10:30,0.0012434611430587755
qp09df,47,10:15,0.2447249430564395
qp03pn,21,14:15,0.010572474335335659
qp09b2,29,1:30,0.07162753024088221
qp090p,25,16:30,0.000947674123574319
qp08cu,20,6:0,0.005283888504549634
qp03mw,28,12:30,0.043790122962476606
qp03q0,61,23:15,0.010373583600123745
qp03jx,52,20:0,0.0007591257465534402
qp03r9,37,2:30,0.13318836562509082
qp09cu,3,11:45,0.03434999031869486
qp093f,29,4:45,0.0016566683688320136
qp03zd,6,22:15,0.016453038435100008
qp09s9,32,9:30,0.4575810902959029
qp02zs,50,7:15,0.08801524366017224
qp09ec,44,8:0,0.00809093981653868
qp0970,19,2:15,0.03175031426931898
qp0968,26,5:0,0.07163242127943305
qp090r,32,2:45,0.03140215021706297
qp099f,17,13:30,0.030680551079616064
qp08g7,54,4:30,0.0128000097254308
qp08bv,50,5:30,0.0200393690734883
qp092e,8,14:15,0.038793624537720534
qp0958,28,1:30,0.00895722264924766
qp0900,29,4:15,0.4159076533030087
qp03wq,50,23:45,0.10557312402832096
qp092w,20,0:45,0.09025348884807252
qp0d0j,10,10:15,0.0203516240761486
qp0971,17,22:30,0.015590048693231053
qp03q2,16,10:0,0.21288058783840744
qp0d19,49,1:45,0.039369631583215985
qp02zw,56,7:45,1.0
qp09t2,23,1:15,0.042201819791752714
qp02zx,1,16:30,0.01339323711505864
qp08b7,40,11:0,0.002526506249905567
qp03xb,34,13:45,0.03691591406349698
qp0d12,6,3:45,0.0004940288630130498
qp03nx,59,9:0,0.04123334406863386
qp090b,30,0:0,0.022473665255607327
qp03w4,60,0:45,0.10628996677208584
qp03t3,49,7:45,0.0025453470251893284
qp09vj,49,6:45,0.1047248643241295
qp06n8,24,21:45,0.02739829843567624
qp09mw,10,4:30,0.004327928453237212
qp03w0,36,0:0,0.16722373931912848
qp09bm,47,14:15,0.1511440110444126
qp098n,26,1:30,0.2759177886669123
qp095j,47,6:30,0.013459230882147594
qp09fj,27,9:30,0.07875578240074244
qp03mb,56,14:30,0.032361830649008966
qp03yg,30,19:0,0.2541500876427057
qp03x1,49,2:0,0.1604050429600214
qp09tt,11,5:0,0.013756076777062393
qp0d4b,36,12:15,0.1836251811038923
qp03xc,34,6:45,0.056195264937656635
qp0973,23,23:15,0.011746576035793587
qp03zb,48,17:15,0.043201397324425496
qp09t5,4,5:30,0.04602315796772179
qp03zq,44,23:0,0.004091208411662147
qp09b4,39,12:0,0.4920628269110296
qp09vn,18,15:45,0.023367702433180204
qp0dhe,35,9:45,0.23521689092532466
qp09ee,34,23:45,0.026898680145231627
qp0982,13,6:30,0.1386445419823407
qp09ky,1,14:30,0.02577032981830753
qp08bm,47,3:0,0.05269310591547032
qp09fh,53,12:45,0.062041742090408615
qp09bh,29,15:30,0.12932144023854092
qp03t9,25,0:45,0.03825584881686634
qp092r,27,4:15,0.12796496906427074
qp03x3,51,12:0,0.16821506530282934
qp03x4,56,7:15,0.0523094828964774
qp03y2,15,14:30,0.0012884726084198875
qp09d4,28,10:15,0.05892690782812907
qp03ty,41,0:45,0.02583906690245934
qp03zs,33,4:15,0.026453677786319827
qp03wt,13,20:0,0.0013284190989447952
qp09eq,36,14:45,0.6426635388008323
qp02zx,60,3:0,0.3332672477659727
qp09fg,27,22:45,0.025018743376985318
qp09b2,10,15:45,0.05401446135036884
qp08bp,28,0:45,0.08416276152194417
qp09g1,32,19:30,0.03193449398713974
qp09tp,9,10:15,0.023017606788729824
qp03rf,14,4:45,0.0814664129551872
qp099u,24,4:45,0.16659285377594574
qp0901,17,4:15,0.0837395359340656
qp09t4,24,22:30,0.010451265153631671
qp098e,52,7:0,0.09053555419770057
qp0921,17,9:30,0.11591322347362668
qp03mb,20,19:45,0.00565299706578822
qp03qs,56,12:30,0.15396548192934645
qp02zm,45,5:15,0.05309070525573236
qp08bz,59,8:0,0.007175210212450994
qp096s,26,8:0,0.17456792022009496
qp09f9,57,11:0,0.1656279093553046
qp09s7,30,21:0,0.01693433265968158
qp09mu,61,13:15,0.045569418747025116
qp03xn,60,5:0,0.23753980261009236
qp093e,30,0:0,0.018003787022541382
qp03q3,33,5:45,0.0836431964502574
qp0d1h,61,14:45,0.11413415861950353
qp09b0,5,18:45,0.02154444377284024
qp09v6,7,14:45,0.005353765495082671
qp095r,61,12:0,0.08110160154440871
qp092h,9,18:15,0.03116950227104161
qp096h,2,2:15,0.060004561799071536
qp0925,24,4:45,0.18705389125242075
qp09fy,32,7:45,0.08374471838308467
qp02z9,1,1:15,0.0450828539485972
qp0dhu,45,0:30,0.0033869015257837103
qp09ey,58,8:30,0.07677714426564414
qp0903,59,7:15,0.00956730655828297
qp09jq,33,0:0,0.01417625767835477
qp03t6,53,2:45,0.017488514938228162
qp09ce,18,4:0,0.005394817278137262
qp03mu,54,19:30,0.007114012290129018
qp06nc,58,0:15,0.0026438840159250143
qp03yf,54,5:0,0.08082447782544475
qp03xt,16,19:45,0.04367140256474777
qp094b,22,9:0,0.054783906733869125
qp06pv,35,0:15,0.013368077298972438
qp09b4,20,6:0,0.28236232019947666
qp02zg,51,4:30,0.23355441777873226
qp09sx,30,1:15,0.1548035831326792
qp0d1b,4,3:45,0.004539258462815629
qp08gz,54,7:45,0.05126904378949791
qp09mr,21,4:15,0.022504482735378088
qp09k4,12,8:45,0.01590506970526615
qp03ny,42,0:0,0.12896868286456126
qp098g,10,4:30,0.005419465470858195
qp0929,32,20:15,0.019152360595152768
qp03x8,22,11:30,0.04660305655419876
qp06pe,3,14:30,0.013586596001055991
qp0d0h,24,18:30,0.013504986396095613
qp0d0q,53,23:30,0.007632474394544156
qp097s,12,0:15,0.08306678661154424
qp0dj9,32,1:0,0.0126162406342673
qp03my,9,20:15,0.020552592369594457
qp09sc,7,0:45,0.06102311974625201
qp096b,57,5:45,0.06036706718312398
qp09t0,17,4:15,0.12905764551741214
qp092w,11,3:30,0.24629428474810405
qp09d8,10,23:45,0.31510364087660553
qp03ny,48,7:15,0.09116413160059852
qp03xc,54,11:45,0.03035266557370522
qp09e7,39,20:30,0.0933414919922135
qp099h,58,2:15,0.04609182493871389
qp098p,12,21:45,0.0665435080924716
qp099v,23,12:15,0.12383350726963875
qp090k,8,1:45,0.042623116835189316
qp03mu,18,23:0,0.025780974737798987
qp03w0,19,16:0,0.022948609813918743
qp09fm,9,9:15,0.00390889567145653
qp0984,21,16:15,0.003126705341588075
qp03mc,1,6:0,0.020214730281171364
qp0d4e,7,12:30,0.08174405199043906
qp03tb,40,21:45,0.02633936321537914
qp099t,28,6:15,0.03052398707896086
qp09cg,37,3:15,0.1655989492843503
qp0d0q,10,9:45,0.009327184954726038
qp03xg,55,8:45,0.16695691693750736
qp09m1,57,6:45,0.01401971647708955
qp098g,48,4:15,0.009624357171348494
qp0925,61,18:0,0.02238715862963149
qp09h4,46,12:45,0.004282162559427702
qp090q,37,15:15,0.008444626564995759
qp09du,16,3:0,0.0764233061454396
qp03pk,34,4:45,0.010499641604825338
qp0945,7,5:30,0.08034143947119844
qp0d4w,19,17:30,0.07217325773340062
qp09ss,14,11:30,0.1161414489897595
qp0929,27,5:0,0.040913481539246524
qp096u,43,5:45,0.6069315859022454
qp09yh,51,3:15,0.12330647623207285
qp02zx,6,1:15,0.13382073106982476
qp0dh2,7,2:45,0.032581708808486945
qp09fk,39,13:30,0.07814480760092192
qp03z0,28,12:0,0.6575428416813747
qp09v6,2,3:30,0.036734521600949734
qp03qn,53,23:45,0.019261714051755342
qp093f,52,5:30,0.0060145947832518434
qp09bm,31,6:0,0.055669844184582186
qp09mj,36,9:0,0.032230077317813105
qp09vx,7,3:0,0.0016879085729159258
qp09dh,45,19:45,0.03332746670820128
qp03y9,33,16:45,0.029501239505649736
qp03nw,49,22:30,0.05232148861959946
qp03t7,16,11:0,0.02934169992554628
qp03qj,18,5:30,0.3421943633599608
qp03r2,57,7:45,0.4081789827022664
qp09hz,45,12:30,0.017394681282094482
qp03qz,41,5:30,0.016499944259112987
qp09d4,51,0:0,0.03268051182261476
qp091y,22,14:15,0.08090007141977347
qp03nx,5,1:45,0.06840818675684694
qp03tu,13,0:45,0.03228034318409829
qp03zh,6,1:30,0.027256952830978287
qp0d4w,38,6:30,0.14991730594675054
qp03qe,58,8:0,0.06869833768709896
qp09vq,51,7:45,0.22610049074086716
qp0924,55,10:0,0.04662447661308872
qp09dr,44,8:15,0.10393315437237063
qp09ey,14,11:0,0.15861135917110114
qp03tu,5,9:0,0.04544329139003818
qp03mw,5,7:30,0.03241596220303649
qp03x5,6,14:45,0.06741449431023001
qp03r9,19,2:15,0.05877601456997472
qp03yx,49,5:30,0.05380210318553088
qp0971,20,2:30,0.021465712972284917
qp03zk,26,3:30,0.03855812085082809
qp0d0j,51,1:30,0.032401794089426963
qp03qf,25,2:0,0.22075778347375166
qp09t4,60,18:0,0.06384283850765646
qp08be,15,12:0,0.011909781616677191
qp03md,14,4:0,0.0171415702315765
qp0909,2,15:15,0.0009720821981237011
qp09g0,5,10:0,0.01970515121899881
qp095e,15,11:30,0.0014606125229183029
qp03wy,2,6:45,0.24121913145301954
qp09eb,12,5:15,0.051997369021805316
qp0968,29,17:45,0.0006524353537468187
qp03tv,58,0:0,0.02990997612032395
qp0dh6,55,0:45,0.003451694495780489
qp097u,33,12:15,0.13103156613250985
qp03md,28,18:0,0.009061832446061187
qp092s,38,10:0,0.06223351641128527
qp0929,20,22:15,0.04886046193787858
qp09sj,10,12:30,0.02450060099819393
qp09hy,28,3:0,0.01677960682233504
qp09vq,39,12:30,0.28737699720052834
qp099k,3,8:45,0.17061906749386072
qp03yt,16,12:0,0.06260308415151497
qp03q8,49,13:45,0.09870880313372203
qp0929,19,15:30,0.029778746464001
qp09f0,42,0:30,0.04581833313982413
qp092r,58,14:0,0.1092325178734476
qp06n8,18,3:30,0.006469180089282193
qp0984,54,12:30,0.08238911332067067
qp09t2,3,10:0,0.13777028063647764
qp09bj,34,21:15,0.0615837873147149
qp06p7,24,10:45,0.014292427805631247
qp03m8,49,6:0,0.019315695727006667
qp0djy,19,0:0,0.004778889622332277
qp0908,3,5:45,0.10878847145822536
qp09bw,50,22:45,0.000596553560810216
qp03wp,38,7:0,0.0008748612785268423
qp03qf,9,14:45,0.19383856827656634
qp094w,9,1:15,0.02953224830394752
qp09bp,7,15:15,0.014275644312985291
qp0dht,36,0:15,0.15124971578524168
qp09ux,39,0:15,0.05313922387199549
qp08gz,49,15:45,0.008040549943284606
qp09t8,24,0:45,0.09583678814884963
qp09yj,13,6:15,0.14613626593809764
qp092d,56,19:15,0.00013918550799191104
qp09vt,40,1:30,0.010271909762698357
qp0992,19,5:0,0.08195178642619508
qp03ze,24,22:0,0.02244033154864168
qp03mz,51,12:15,0.039607616543216366
qp0dj0,10,0:0,0.0805139729952429
qp03t7,5,11:15,0.013316552965229577
qp03xc,28,16:45,0.0008499970420937456
qp097t,59,14:15,0.026998134442905213
qp0d13,17,15:0,0.005565619123239901
qp0988,18,6:45,0.4095920328887381
qp03rp,51,5:0,0.15265276873552214
qp09gw,26,12:0,0.07522501448057782
qp09gq,50,16:0,0.015913584462645815
qp02zu,32,3:15,0.004855725151269631
qp09jq,44,10:30,0.33577155320429336
qp09vm,47,4:45,0.21180325012464
qp03m7,36,2:45,0.036974908750639794
qp09g2,60,10:0,0.11364109318967755
qp09s7,42,17:15,0.003672488380631868
qp06p7,17,9:30,0.02482676089049158
qp09kj,41,9:45,0.017154347837193943
qp0d4f,54,9:15,0.0259753789082342
qp09v4,57,6:0,0.04219993715421028
qp0986,56,7:0,0.2683709262307176
qp097u,36,10:45,0.2285897280804297
qp0d4g,16,3:30,0.0004008859562198603
qp03tw,12,9:0,0.000388356599270901
qp03vb,47,6:0,0.02232363661789968
qp09bn,45,2:30,0.05754647055090412
qp09d4,61,6:45,0.110232821055953
qp0djk,60,4:0,0.02793060005652264
qp03vb,20,1:15,0.0019511813144411528
qp03x2,31,8:45,0.12262091938717735
qp09u3,39,3:30,0.06183052286004731
qp03w0,50,18:15,0.02962976177474725
qp0987,49,1:30,0.3791380389772902
qp09sd,1,23:30,0.21452853171020492
qp0dhe,27,0:45,0.02087493782827941
qp090w,8,2:0,0.0403781488580884
qp09kv,40,10:30,0.36424988563505306
qp03qb,31,10:45,0.17580156892153054
qp09gc,32,5:0,0.0843467323247144
qp03z5,15,7:0,0.008952706788165694
qp09hn,61,4:30,0.013285417500698641
qp09u1,30,23:30,0.07264970262966522
qp03rr,10,19:15,0.03004638035574652
qp0921,8,7:0,0.13943908481187306
qp03zc,2,6:30,0.1902007113813764
qp09kf,18,6:0,0.047678243420335664
qp09t8,8,1:0,0.17693828187098787
qp09b4,61,12:15,0.3399314671507423
qp09gw,61,1:15,0.06964584031100075
qp09eh,7,9:30,0.5519353525018391
qp03zd,4,21:30,0.004878779264927595
qp09vs,44,4:45,0.012581294161018377
qp0d4y,44,3:15,0.05287229046024975
qp08un,53,12:0,0.007831215372972773
qp03yv,23,18:0,0.007835946710513086
qp093b,4,4:0,0.09785992915841164
qp09ky,57,3:0,0.01637364027918451
qp09bh,57,2:0,0.244833682501768
qp09gx,17,21:15,0.011268958391349329
qp03ww,50,21:30,0.06853437233757374
qp09tm,21,9:45,0.01161784395481165
qp093x,32,15:15,0.14689895935389422
qp09h0,45,3:0,0.03218230845601159
qp03mu,19,17:15,0.015869830070940182
qp099z,33,9:45,0.003464618570385034
qp09gt,15,13:30,0.03672399471635821
qp03zt,52,5:0,0.21827473764661934
qp097g,15,5:30,0.027476643652978496
qp09sz,26,7:15,0.09533177438562854
qp03x0,27,3:30,0.019593576370472238
qp03ww,9,13:15,0.0726300307000032
qp09dt,4,4:15,0.10261047494943212
qp03rt,19,14:0,0.09927222692751582
qp0djj,18,2:0,0.0026000369835040226
qp03x7,59,18:15,0.05248284507075443
qp03me,35,9:30,0.03561257517983474
qp092w,33,3:30,0.30989133499174304
qp03x3,47,4:15,0.14518387690184573
qp03px,50,15:15,0.010156583487885831
qp0998,4,11:15,0.08992171688207616
qp0958,36,0:0,0.02590043344193626
qp03qs,46,20:15,0.03556264039306733
qp09ex,18,15:0,0.21475363411774054
qp090x,4,22:15,0.027817564871525
qp02zr,47,14:15,0.12898306211587776
qp03p7,7,5:0,0.03223524510450395
qp08br,51,10:30,0.18018998114420912
qp09u1,12,9:0,0.22916162862165665
qp09dg,11,15:15,0.13154589635236424
qp03wg,61,17:15,0.2692570541932364
qp0d0y,12,16:45,0.0007956042320183987
qp09cq,12,15:0,0.06866640159831458
qp098j,42,18:0,0.18052546773961606
qp090c,19,3:15,0.11700776366296753
qp03xd,27,13:15,0.034024469915972355
qp09tt,53,5:15,0.039830481651329235
qp03p6,21,11:0,0.02926582237451052
qp03yc,30,8:45,0.30918298297106284
qp03rv,26,1:15,0.12564474774149373
qp09yn,19,1:45,0.06247157208177107
qp03pp,4,7:0,0.28872351937216645
qp09sk,3,12:15,0.09848313375909376
qp03qk,41,8:45,0.016447855637636212
qp08gy,60,4:15,0.004868684127934759
qp091z,2,7:15,0.20192414510853096
qp095g,48,3:45,0.0020437193997271
qp09db,51,12:30,0.3613125509456622
qp0d0h,37,20:45,0.011296419413184386
qp09fr,12,0:45,0.0021378162818672963
qp091g,39,16:45,0.007416015596717266
qp0dh2,57,3:0,0.003987135805595344
qp03xe,35,15:45,0.05098809885056213
qp03pr,50,11:15,0.4325144773387017
qp09hm,40,15:30,0.04671544035295497
qp03z7,28,14:0,0.0005946485383764264
qp092k,26,19:45,0.02585196391663104
qp09fv,31,1:30,0.0020708104371551426
qp091u,9,6:0,0.0009735692720782312
qp09t4,47,5:45,0.027710273367173386
qp0d49,42,7:0,0.2572354103641313
qp03yb,19,1:15,0.4569470292241281
qp0dhs,58,11:30,0.0938916105152098
qp097s,27,18:0,0.08104400312040222
qp03ts,58,4:45,0.08018576836972485
qp03p9,42,14:15,0.04099199773636075
qp095y,44,9:0,0.02789889117710941
qp09b3,9,13:30,0.13395403175545606
qp03yd,20,9:30,0.11937230163855253
qp03p3,59,6:0,0.07219190636489684
qp0927,25,14:45,0.17383124647130424
qp09f2,16,4:45,0.05155269245651623
qp06nb,5,20:30,0.007038911607925406
qp0d1y,45,8:45,0.02325204720911169
qp093u,1,15:45,0.0070007769073008605
qp0d50,46,14:30,0.08139250283668974
qp097w,4,15:45,0.034230189633258606
qp0dj6,28,1:45,0.006707976474131849
qp03m3,30,5:15,0.017003869020434426
qp03qb,20,17:30,0.02762585904119193
qp0968,28,2:45,0.03449705071247743
qp09d2,52,4:45,1.0
qp090b,4,1:45,0.16051604591370178
qp03mb,46,2:30,0.06332986703034059
qp03y7,8,12:30,0.1243644233181444
qp03tg,5,0:30,0.015237251758000328
qp0djn,8,10:0,0.005966382113113722
qp03tt,40,0:0,0.010037464785473526
qp094n,30,2:30,0.16355425099179166
qp095v,2,12:15,0.08383255815374904
qp02zz,32,23:45,0.10000436969424063
qp03x6,32,9:30,0.1791135496921732
qp097f,48,1:45,0.09240049188734197
qp0952,50,6:15,0.014116749554609863
qp09sw,37,4:15,0.17026750619911488
qp03tq,40,5:45,0.0067826963898857204
qp092k,42,8:0,0.22604571733407675
qp03wg,17,15:30,0.3994746006359116
qp03mg,59,19:45,0.012564261089738557
qp06ng,9,23:15,0.007839270402458588
qp03w9,33,5:0,0.5994227127254186
qp0922,20,11:0,0.019569297843717942
qp092e,15,23:30,0.04637600948048038
qp093z,37,5:0,0.09691104832277583
qp03qg,5,10:0,0.7557882534656003
qp094q,47,7:0,0.1818510871098041
qp06p7,27,11:45,0.001919887346635064
qp09v0,57,16:15,0.12374082458769828
qp03mr,6,3:0,0.00964736487383636
qp09e7,31,18:30,0.13094498820759615
qp099w,36,9:45,0.024011536212901537
qp03mg,6,21:15,0.012036486660681607
qp09ky,17,3:30,0.010128357874223556
qp09f9,12,14:15,0.1176013320263632
qp094t,26,9:30,0.12709984237271366
qp0dje,32,5:30,0.003686263498276063
qp03qm,51,6:0,0.26966240911124395
qp09ky,30,5:45,0.008203073638702867
qp09fu,6,16:0,0.11534939918687838
qp097u,35,16:0,0.04657227559005082
qp090m,11,5:15,0.1773543829630042
qp096f,39,20:30,0.012617060508576042
qp0985,1,21:0,0.05477645761434242
qp098d,50,0:30,0.06519350342395144
qp03w5,13,15:30,0.012693879656185852
qp0d15,46,0:30,0.027530585235384063
qp09j7,60,12:0,0.015068561611039772
qp095s,15,11:45,0.01130289649900467
qp03x9,54,10:45,0.10137433203460257
qp099g,52,0:0,0.20419741916635734
qp0d0c,28,3:15,0.027752067431533863
qp03qz,31,1:15,0.004041993621598268
qp09g4,13,14:45,0.05573431174731095
qp0d4s,12,6:30,0.12183902257090055
qp09hs,56,13:0,0.0290120546005243
qp03y9,16,9:0,0.06699383125986162
qp03x9,54,2:30,0.08061990355106477
qp0dj0,24,15:45,0.1399822087072578
qp03mg,22,2:0,0.09058064764378818
qp02zh,28,7:15,0.02176187332559069
qp095j,39,5:30,0.11966832024620873
qp09fx,41,7:15,0.06590584219583287
qp0987,17,10:15,0.984304182090348
qp0dj6,52,5:0,0.010683451411149646
qp03re,45,9:0,0.2920320572515088
qp09bm,50,22:30,0.01437056716911486
qp06p7,49,11:45,0.02868415844003411
qp0dhw,40,12:15,0.18487596153293426
qp09d4,13,14:30,0.005065549171496407
qp0924,46,6:45,0.11777733594780344
qp08bj,11,14:45,0.03749329130529868
qp0d0n,61,8:0,0.03668244612568616
qp094x,33,8:45,0.09985622671631604
qp03wy,22,6:0,0.2330966510108359
qp03t9,55,8:30,0.09163054825228124
qp0944,5,4:0,0.05118003372127799
qp09sv,50,7:45,0.033123327733473665
qp0djm,41,6:15,0.05303228633796199
qp090e,44,7:30,0.3177579631165227
qp03xf,32,7:30,0.20186083318360312
qp0d00,28,22:0,0.045761484804065285
qp09dr,26,11:30,0.0646081585504755
qp0997,44,13:45,0.011897357781170063
qp03xw,22,8:45,1.0
qp09uu,14,12:15,0.026509578197649892
qp0909,5,5:45,0.060797545922700064
qp0d0f,57,6:45,0.040844383180566816
qp08gm,61,11:0,0.011215808489849178
qp03ym,16,11:30,0.0022308951363763864
qp097f,45,17:0,0.03875716094023589
qp09bw,8,21:0,0.013834826365606664
qp03r7,47,1:15,0.014884439031837516
qp0972,57,3:30,0.05355171208121362
qp098q,20,10:45,0.12586050144619654
qp0d12,33,9:15,0.010988664062103977
qp09bd,39,14:15,0.2838046153816595
qp0958,53,13:0,0.0026795917167410192
qp03tu,20,2:15,0.01001890159650948
qp09jp,34,16:30,0.0175714282405593
qp09fg,57,7:0,0.0744126761664642
qp09qp,7,12:30,0.016204034266564433
qp03z7,18,3:30,0.003568661907971101
qp03y6,59,8:0,0.019343384963231017
qp03x5,49,22:0,0.20687957831062032
qp096x,25,22:45,0.18013799982489648
qp03qx,37,2:15,0.002202863192306373
qp09ez,7,17:30,0.0027273702708546003
qp09dj,5,5:0,0.17435370596764613
qp03ys,50,23:45,0.18992899277928654
qp03wf,37,1:30,0.5698961561550997
qp09t5,10,1:30,0.003271722284283887
qp09b2,12,20:30,0.005128103126829293
qp09fg,61,4:15,0.10151979671687494
qp09g3,34,3:15,0.06250783328206183
qp03zh,51,2:0,0.057606131636158825
qp0981,39,15:0,0.08447927489523704
qp09dw,30,2:45,0.03395861460764298
qp03wc,59,21:0,0.04736072111280865
qp09tj,36,12:0,0.01300256218802228
qp03ze,50,20:45,0.006225632624773707
qp03xr,31,4:15,0.1685183309895656
qp095c,42,10:45,0.01823899467479711
qp099e,18,23:15,0.01610981068064186
qp0992,61,12:15,0.20237113553881372
qp09u4,55,11:30,0.0510619444123815
qp03yk,12,13:0,0.0005050068275596057
qp08fx,5,14:0,0.01860145263973147
qp03mb,51,4:15,0.08148620480687763
qp09uk,44,14:15,0.045239067385725015
qp09kb,39,8:30,0.0554281860954658
qp098k,33,22:15,0.15186069366378907
qp0977,1,1:45,0.029576226221234264
qp0d1k,16,1:0,0.018748546501015668
qp09uw,16,1:15,0.0882093683756766
qp09cm,23,1:15,0.05056333731839882
qp03wu,60,2:15,0.4391157125304063
qp03wj,54,17:45,0.00950597913884503
qp03r4,20,15:0,0.05609755075846352
qp099b,48,23:30,0.072101814799767
qp094w,24,9:15,0.01998881116579969
qp099q,7,10:15,0.028295500562110325
qp09kr,6,2:15,0.01452360605916851
qp09cb,43,5:0,0.005075546332465344
qp098q,46,17:30,0.026954225581775102
qp09u5,23,23:0,0.024284673133617082
qp03y7,47,8:30,0.05382482444199385
qp03qd,51,11:30,0.1647285368719736
qp03q6,19,13:15,0.033148834169482534
qp09g6,42,21:30,0.05847225457339709
qp08gv,52,6:45,0.006563180935225105
qp03zc,36,9:0,0.0832266719266876
qp03re,29,21:15,0.028193999969540917
qp08bq,59,14:15,0.014708538184068832
qp0dhe,17,8:15,0.2396759758715013
qp092p,57,7:45,0.21100946259945336
qp0d54,41,4:15,0.052625384985858725
qp03r5,30,15:15,0.028346175985853313
qp03te,25,22:0,0.0032000900554852033
qp09ex,5,19:30,0.006981160512244631
qp09fs,22,7:15,0.03168700832990466
qp094n,5,14:15,0.16212814077136753
qp09df,54,14:0,0.1920035492499781
qp08cn,37,2:45,0.038110539980919136
qp03qc,29,0:0,0.0979234845008537
qp03x7,34,23:15,0.26880847060422325
qp0989,17,10:30,0.14874445355278254
qp03zm,32,21:15,0.004500335160360744
qp09f1,40,6:0,0.15515517961043745
qp03mb,5,17:0,0.019119747776739453
qp09g3,2,6:15,0.03743247886401303
qp09ue,61,17:0,0.06193826002296163
qp09vq,4,16:30,0.09015493351816772
qp094q,15,20:30,0.0009457424565521137
qp03xk,20,13:0,0.19127905867319386
qp09f7,57,6:0,0.04804376350479871
qp09jp,31,0:45,0.0501381994894316
qp03xv,12,16:0,0.17607457615100727
qp0903,16,6:30,0.020833684241517436
qp06pb,20,6:15,0.08851586597095193
qp092d,4,20:15,0.01136067877761001
qp0927,19,8:0,0.3864614473822646
qp09cv,42,5:15,0.219508151431707
qp094y,6,13:45,0.0007384311850395065
qp09gy,39,4:15,0.05548723563942992
qp092e,55,18:30,0.0074560128305690984
qp09gz,39,5:0,0.1044943772704253
qp03zn,18,2:0,0.04992360456058234
qp09d6,29,23:0,0.17793700216579048
qp098j,12,12:15,0.4052578100897639
qp09ku,28,9:15,0.026265244252380138
qp0922,3,9:15,0.0006356984320227533
qp06p5,53,14:45,0.04831307475338388
qp09uw,10,4:45,0.017401158768503382
qp03tv,43,22:15,0.03988510104182715
qp09sz,14,9:45,0.16743573011879864
qp03y7,57,10:30,0.07002931617446974
qp03rc,52,9:30,0.16113789637524464
qp095z,27,11:0,0.02535826300337845
qp03wq,49,14:0,0.031143131734353645
qp09dg,17,17:30,0.030757744244476564
qp09ss,25,8:0,0.09353167130190718
qp09q5,40,6:0,0.017392752689898632
qp09sn,56,15:15,0.039297294054520746
qp09t4,57,9:30,0.0851776384657124
qp098f,49,8:15,0.0298333118106402
qp09e4,57,23:30,0.0554828140998193
qp096w,55,15:45,0.15186455591427991
qp03y6,21,0:30,0.05181393246317355
qp09d7,13,19:0,0.0629836432391205
qp097z,41,10:30,0.028795310455737636
qp09e5,61,10:45,1.0
qp09sr,25,16:45,0.00787138981388368
qp0938,51,1:45,0.002072014054252741
qp090e,48,7:15,0.2939488150902309
qp0986,16,20:30,0.0213129803956334
qp0947,14,16:0,0.04610332047573838
qp0976,36,8:30,0.08835933505060176
qp0d0q,6,1:15,0.007307071474955873
qp03q2,26,2:0,0.07319158539352742
qp0971,6,8:0,0.04319182435761648
qp08bk,24,11:15,0.21996989205524625
qp096s,43,5:45,0.3669313526896288
qp09ht,39,23:0,0.031073512038651226
qp090n,43,23:0,0.02618781922570812
qp0d0j,58,22:15,0.026259850105337337
qp03x5,9,20:30,0.07851644008494464
qp094r,27,17:30,0.07060467150644226
qp092k,28,0:30,0.18086043571652155
qp090j,35,14:0,0.02760736411742296
qp09ee,37,10:45,0.01742540476116568
qp0961,57,7:45,0.0743613105723695
qp03ty,23,3:0,0.0256101527893084
qp0989,29,0:0,0.014766916468457247
